date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:20	205882/205882	---MCZ	200	added ('OK')	text/html	etag:W/%223243a-UopE62kZf/5qSf2VgU62uMIAaJ0%22	https://policy.medium.com/medium-privacy-policy-f03bf92035c9	E:/Downliadssite/ElonMusk/policy.medium.com/medium-privacy-policy-f03bf92035c9.html	(from https://muskelonpay.com/)
16:20:20	23507/23507	---MCZ	200	added ('OK')	text/html	etag:W/%2234a2fd457f400ba887c8cae32664134e%22	https://medium.com/membership?source=upgrade_membership---nav_full	E:/Downliadssite/ElonMusk/medium.com/membershipafd8.html	(from https://muskelonpay.com/)
16:20:21	61059/61059	---MCZ	200	added ('OK')	text/html	etag:W/%22ee83-NhD6FokFInkL7Vuz5HMvp6PEECs%22	https://medium.com/	E:/Downliadssite/ElonMusk/medium.com/index.html	(from https://muskelonpay.com/)
16:20:21	35804/35804	---MCZ	200	added ('OK')	text/html	etag:W/%228bdc-Xjqr890WC5IIW+G09LPTAae2SmU%22	https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40%2F&source=--------------------------nav_reg&operation=login	E:/Downliadssite/ElonMusk/medium.com/m/signin2d68.html	(from https://muskelonpay.com/)
16:20:22	35807/35807	---MCZ	200	added ('OK')	text/html	etag:W/%228bdf-B5oHH5nMpWIn6xjaCJSCaEat4EA%22	https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40%2F&source=--------------------------nav_reg&operation=register	E:/Downliadssite/ElonMusk/medium.com/m/signin8186.html	(from https://muskelonpay.com/)
16:20:22	46734/46734	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2013:20:22%20GMT	https://twitter.com/elonmusk	E:/Downliadssite/ElonMusk/twitter.com/elonmusk.html	(from https://muskelonpay.com/)
16:20:22	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/files/0_jTL6h8JXKd29jdTx.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/files/0_jTL6h8JXKd29jdTx.html	(from https://muskelonpay.com/)
16:20:23	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/files/1_U3yrRtqWkn2cCwLnYCxN-w.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/files/1_U3yrRtqWkn2cCwLnYCxN-w.html	(from https://muskelonpay.com/)
16:20:23	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/files/1_U3yrRtqWkn2cCwLnYCxN-w1.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/files/1_U3yrRtqWkn2cCwLnYCxN-w1.html	(from https://muskelonpay.com/)
16:20:24	19130/19130	---M--	200	added ('OK')	image/jpeg	etag:%224aba-5ae1473447b00%22	https://muskelonpay.com/files/ava.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/files/ava.jpg	(from https://muskelonpay.com/)
16:20:25	496579/496579	---M--	200	added ('OK')	image/png	etag:%22793c3-5b82903e40b80%22	https://muskelonpay.com/cdn-images-1.medium.com/max/1600/1_UHb2HozobNe2uMS7q2Iz5Q.png	E:/Downliadssite/ElonMusk/muskelonpay.com/cdn-images-1.medium.com/max/1600/1_UHb2HozobNe2uMS7q2Iz5Q.png	(from https://muskelonpay.com/)
16:20:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:25%20GMT	https://blog.bolt.io/what-cracking-open-a-sonos-one-tells-us-about-the-sonos-ipo-dcab49155643?source=placement_card_footer_grid---------0-14	E:/Downliadssite/ElonMusk/blog.bolt.io/what-cracking-open-a-sonos-one-tells-us-about-the-sonos-ipo-dcab49155643.16f477.delayed	(from https://muskelonpay.com/)
16:20:26	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/_https_/cdn-images-1.medium.com/fit/c/267/80/1_W3NAlwQT1bOtU5fmLkSsAw.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/_https_/cdn-images-1.medium.com/fit/c/267/80/1_W3NAlwQT1bOtU5fmLkSsAw.html	(from https://muskelonpay.com/)
16:20:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:26%20GMT	https://blog.bolt.io/what-cracking-open-a-sonos-one-tells-us-about-the-sonos-ipo-/sonos-one/?source=placement_card_footer_grid---------0-14	E:/Downliadssite/ElonMusk/blog.bolt.io/what-cracking-open-a-sonos-one-tells-us-about-the-sonos-ipo-/sonos-one/indexf477.html	(from https://muskelonpay.com/)
16:20:27	17604/17604	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Mar%202021%2013:20:27%20GMT	https://blog.bolt.io/@BenEinstein	E:/Downliadssite/ElonMusk/blog.bolt.io/@BenEinstein.18.delayed	(from https://muskelonpay.com/)
16:20:27	1051/1051	---M--	200	added ('OK')	image/jpeg	etag:%2241b-5a389133a7b00%22	https://muskelonpay.com/files/1_2HOTxT2gWf8GVaeYYG6TWQ.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/files/1_2HOTxT2gWf8GVaeYYG6TWQ.jpg	(from https://muskelonpay.com/)
16:20:27	1503/1503	---M-Z	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80-gzip%22	http://www.w3.org/2000/svg	E:/Downliadssite/ElonMusk/www.w3.org/2000/svg.html	(from https://muskelonpay.com/)
16:20:28	17698/17698	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Mar%202021%2013:20:28%20GMT	https://blog.bolt.io/@BenEinstein?source=placement_card_footer_grid---------0-14	E:/Downliadssite/ElonMusk/blog.bolt.io/@BenEinsteinf477	(from https://muskelonpay.com/)
16:20:30	163965/163965	---MCZ	200	added ('OK')	text/html	etag:W/%222807d-UKV9M51vhVZOVp0NSHHk47FyNB0%22	https://medium.com/personal-growth/the-most-important-skill-nobody-taught-you-9b162377ab77?source=placement_card_footer_grid---------1-14	E:/Downliadssite/ElonMusk/medium.com/personal-growth/the-most-important-skill-nobody-taught-you-9b162377ab77f501.html	(from https://muskelonpay.com/)
16:20:30	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/_https_/cdn-images-1.medium.com/fit/c/267/80/1_Cdg08ju32T26LsY8pOboiQ.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/_https_/cdn-images-1.medium.com/fit/c/267/80/1_Cdg08ju32T26LsY8pOboiQ.html	(from https://muskelonpay.com/)
16:20:32	204246/204246	---MCZ	200	added ('OK')	text/html	etag:W/%2231dd6-L+3Ve/FmR/G2Bca/LosXck+Epsw%22	https://medium.com/@ztrana	E:/Downliadssite/ElonMusk/medium.com/@ztrana.html	(from https://muskelonpay.com/)
16:20:32	974/974	---M--	200	added ('OK')	image/jpeg	etag:%223ce-5a389133a7b00%22	https://muskelonpay.com/files/1__FB-MBhCP6dUlQVJalt8Cw.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/files/1__FB-MBhCP6dUlQVJalt8Cw.jpg	(from https://muskelonpay.com/)
16:20:33	204310/204310	---MCZ	200	added ('OK')	text/html	etag:W/%2231e16-AqiGedrZDvQOQNDt+S926kAlJNc%22	https://medium.com/@ztrana?source=placement_card_footer_grid---------1-14	E:/Downliadssite/ElonMusk/medium.com/@ztranaf501.html	(from https://muskelonpay.com/)
16:20:34	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:34%20GMT	https://medium.com/s/futurehuman/survival-of-the-richest-9ef6cddd0cc1?source=placement_card_footer_grid---------2-14	E:/Downliadssite/ElonMusk/medium.com/s/futurehuman/survival-of-the-richest-9ef6cddd0cc1.214046.delayed	(from https://muskelonpay.com/)
16:20:36	189140/189140	---MCZ	200	added ('OK')	text/html	etag:W/%222e2d4-kkcJxp4HEBZEIc7o9CeDOgvZz2g%22	https://onezero.medium.com/survival-of-the-richest-9ef6cddd0cc1?source=placement_card_footer_grid---------2-14	E:/Downliadssite/ElonMusk/onezero.medium.com/survival-of-the-richest-9ef6cddd0cc14046.html	(from https://muskelonpay.com/)
16:20:36	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/_https_/cdn-images-1.medium.com/fit/c/267/80/1_4Tuy2sflhKdOt6ity_Eo_A.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/_https_/cdn-images-1.medium.com/fit/c/267/80/1_4Tuy2sflhKdOt6ity_Eo_A.html	(from https://muskelonpay.com/)
16:20:36	112/112	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:36%20GMT	https://medium.com/@rushkoff	E:/Downliadssite/ElonMusk/medium.com/@rushkoff	(from https://muskelonpay.com/)
16:20:36	1525/1525	---M--	200	added ('OK')	image/png	etag:%225f5-5a389133a7b00%22	https://muskelonpay.com/files/0_xWNCv9gALD3YGOwB.png	E:/Downliadssite/ElonMusk/muskelonpay.com/files/0_xWNCv9gALD3YGOwB.png	(from https://muskelonpay.com/)
16:20:37	206/206	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:37%20GMT	https://medium.com/@rushkoff?source=placement_card_footer_grid---------2-14	E:/Downliadssite/ElonMusk/medium.com/@rushkoff.264046.delayed	(from https://muskelonpay.com/)
16:20:38	58121/58121	---MCZ	200	added ('OK')	text/html	etag:W/%22e309-jtBQSNCGKR7DxCXbl58ynsQCdAk%22	https://medium.com/@NateRubenRDM	E:/Downliadssite/ElonMusk/medium.com/@NateRubenRDM.html	(from https://muskelonpay.com/)
16:20:38	227676/227676	---MCZ	200	added ('OK')	text/html	etag:W/%223795c-m1+Uwz1FuxOEddWk1TgQZuq96DY%22	https://rushkoff.medium.com/	E:/Downliadssite/ElonMusk/rushkoff.medium.com/index.html	(from https://muskelonpay.com/)
16:20:39	1483/1483	---M--	200	added ('OK')	image/jpeg	etag:%225cb-5a389133a7b00%22	https://muskelonpay.com/files/0_nl3cCLoFQlkX2dwt.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/files/0_nl3cCLoFQlkX2dwt.jpg	(from https://muskelonpay.com/)
16:20:39	227740/227740	---MCZ	200	added ('OK')	text/html	etag:W/%223799c-kVg0l94/5u+Xoixv0zTdIhD9Y7Q%22	https://rushkoff.medium.com/?source=placement_card_footer_grid---------2-14	E:/Downliadssite/ElonMusk/rushkoff.medium.com/index4046.html	(from https://muskelonpay.com/)
16:20:41	35760/35760	---MCZ	200	added ('OK')	text/html	etag:W/%228bb0-hZk4MqGOFYM5wSHLWsKvozW++HM%22	https://medium.com/m/signin?&source=--------------------------nav_reg&operation=login	E:/Downliadssite/ElonMusk/medium.com/m/signinbbb6.html	(from https://muskelonpay.com/)
16:20:42	35763/35763	---MCZ	200	added ('OK')	text/html	etag:W/%228bb3-KANAjQ3WkAqg3VNktv6CyBH45YQ%22	https://medium.com/m/signin?&source=--------------------------nav_reg&operation=register	E:/Downliadssite/ElonMusk/medium.com/m/signin4f04.html	(from https://muskelonpay.com/)
16:20:42	1646/1646	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Jan%202021%2015:39:48%20GMT	https://muskelonpay.com/www.teslaevent.org/files/1_U3yrRtqWkn2cCwLnYCxN-w2.html	E:/Downliadssite/ElonMusk/muskelonpay.com/www.teslaevent.org/files/1_U3yrRtqWkn2cCwLnYCxN-w2.html	(from https://muskelonpay.com/)
16:20:44	259068/259068	---M--	200	added ('OK')	image/jpeg	etag:%223f3fc-5a389133a7b00%22	https://muskelonpay.com/files/1UHb2HozobNe2uMS7q2Iz5Q.png.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/files/1UHb2HozobNe2uMS7q2Iz5Q.png.jpg	(from https://muskelonpay.com/)
16:20:44	10464/10464	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Mar%202021%2016:08:12%20GMT	https://muskelonpay.com/btc/index.html	E:/Downliadssite/ElonMusk/muskelonpay.com/btc/index.html	(from https://muskelonpay.com/)
16:20:45	10624/10624	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Mar%202021%2016:09:09%20GMT	https://muskelonpay.com/eth/index.html	E:/Downliadssite/ElonMusk/muskelonpay.com/eth/index.html	(from https://muskelonpay.com/)
16:20:45	10458/10458	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Mar%202021%2016:10:13%20GMT	https://muskelonpay.com/xrp/index.html	E:/Downliadssite/ElonMusk/muskelonpay.com/xrp/index.html	(from https://muskelonpay.com/)
16:20:45	364787/364787	---M--	200	added ('OK')	image/png	etag:%22590f3-5b82904029000%22	https://muskelonpay.com/cdn-images-1.medium.com/max/800/1_UHb2HozobNe2uMS7q2Iz5Q.png	E:/Downliadssite/ElonMusk/muskelonpay.com/cdn-images-1.medium.com/max/800/1_UHb2HozobNe2uMS7q2Iz5Q.png	(from https://muskelonpay.com/)
16:20:46	116/116	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:46%20GMT	https://medium.com/@cryptorand	E:/Downliadssite/ElonMusk/medium.com/@cryptorand	(from https://muskelonpay.com/)
16:20:46	4256/4256	---M--	200	added ('OK')	image/jpeg	etag:%2210a0-52ff345abd200%22	https://muskelonpay.com/randomuser.me/api/portraits/men/74.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/randomuser.me/api/portraits/men/74.jpg	(from https://muskelonpay.com/)
16:20:47	46418/46418	---MC-	410	error ('Gone')	text/html	date:Thu,%2018%20Mar%202021%2013:20:47%20GMT	https://medium.com/@AleksandarSvetski	E:/Downliadssite/ElonMusk/medium.com/@AleksandarSvetski	(from https://muskelonpay.com/)
16:20:48	3539/3539	---M--	200	added ('OK')	image/jpeg	etag:%22dd3-52ff345abd200%22	https://muskelonpay.com/randomuser.me/api/portraits/women/44.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/randomuser.me/api/portraits/women/44.jpg	(from https://muskelonpay.com/)
16:20:48	189787/189787	---MCZ	200	added ('OK')	text/html	etag:W/%222e55b-u9I8e8SPUgdPvgYy893oM91Yo8o%22	https://cryptorand.medium.com/	E:/Downliadssite/ElonMusk/cryptorand.medium.com/index.html	(from https://muskelonpay.com/)
16:20:50	208826/208826	---MCZ	200	added ('OK')	text/html	etag:W/%2232fba-TJwoO3iuLISjG9lea6Z9CSeWFh8%22	https://medium.com/@ThisIsKlinger	E:/Downliadssite/ElonMusk/medium.com/@ThisIsKlinger.html	(from https://muskelonpay.com/)
16:20:50	4035/4035	---M--	200	added ('OK')	image/jpeg	etag:%22fc3-52ff345abd200%22	https://muskelonpay.com/randomuser.me/api/portraits/women/90.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/randomuser.me/api/portraits/women/90.jpg	(from https://muskelonpay.com/)
16:20:51	46242/46242	---MCZ	410	error ('Gone')	text/html	etag:W/%22b4a2-a3Wk5Z8wk6bjvld+r7hrOXj51Rs%22	https://medium.com/@joshuaburns	E:/Downliadssite/ElonMusk/medium.com/@joshuaburns	(from https://muskelonpay.com/)
16:20:51	4824/4824	---M--	200	added ('OK')	image/jpeg	etag:%2212d8-52ff345abd200%22	https://muskelonpay.com/randomuser.me/api/portraits/men/46.jpg	E:/Downliadssite/ElonMusk/muskelonpay.com/randomuser.me/api/portraits/men/46.jpg	(from https://muskelonpay.com/)
16:20:54	364/364	---MC-	302	error ('Found')	text/html	date:Thu,%2018%20Mar%202021%2013:20:54%20GMT	https://source.unsplash.com/200x200?man	E:/Downliadssite/ElonMusk/source.unsplash.com/200x200.3939c6.delayed	(from https://muskelonpay.com/)
16:20:55	8789/8789	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Mar%202021%2007:27:22%20GMT	https://images.unsplash.com/photo-1615790457043-1e96c5477021?crop=entropy&cs=tinysrgb&fit=crop&fm=jpg&h=200&ixid=MnwxfDB8MXxyYW5kb218fHx8fHx8fHwxNjE2MDczNjU0&ixlib=rb-1.2.1&q=80&utm_campaign=api-credit&utm_medium=referral&utm_source=unsplash_source&w=200	E:/Downliadssite/ElonMusk/images.unsplash.com/photo-1615790457043-1e96c5477021309e.jpg	(from https://muskelonpay.com/)
16:20:56	11233/11233	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22stable-v3-709-en%22	https://embed.tawk.to/5fe72b20df060f156a903e60/1eqfg0ukq	E:/Downliadssite/ElonMusk/embed.tawk.to/5fe72b20df060f156a903e60/1eqfg0ukq.js	(from https://muskelonpay.com/)
16:20:56	35/35	---M--	200	added ('OK')	text/plain	etag:%22d7d9b-23-544425fc79940%22	https://creativecommons.org/robots.txt		(from https://muskelonpay.com/)
16:20:57	99961/99961	---M-Z	200	added ('OK')	text/css	etag:%22d9901-18679-544425fc79940-gzip%22	https://creativecommons.org/includes/bootstrap.min.css	E:/Downliadssite/ElonMusk/creativecommons.org/includes/bootstrap.min.css	(from https://creativecommons.org/ns)
16:20:57	6825/6825	---M--	200	added ('OK')	image/png	etag:%22dbe2e-1aa9-544426004a240%22	https://creativecommons.org/images/logo_trademark_250.png	E:/Downliadssite/ElonMusk/creativecommons.org/images/logo_trademark_250.png	(from https://creativecommons.org/ns)
16:20:57	11464/11464	---M--	200	added ('OK')	application/rdf+xml	etag:%222cc8-5a18dad2fc41f%22	https://creativecommons.org/schema.rdf	E:/Downliadssite/ElonMusk/creativecommons.org/schema.rdf	(from https://creativecommons.org/ns)
16:20:58	171/171	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Mar%202021%2013:20:58%20GMT	http://i.creativecommons.org/l/by/4.0/88x31.png	E:/Downliadssite/ElonMusk/i.creativecommons.org/l/by/4.0/88x31.3f.delayed	(from https://creativecommons.org/ns)
16:20:59	1283/1283	---M--	200	added ('OK')	image/png	etag:%225eab4a31-1283%22	https://licensebuttons.net/l/by/4.0/88x31.png	E:/Downliadssite/ElonMusk/licensebuttons.net/l/by/4.0/88x31.png	(from https://creativecommons.org/ns)
16:21:00	22678/22678	---MC-	200	added ('OK')	text/javascript	date:Fri,%2005%20Feb%202021%2021:33:27%20GMT	http://www.google-analytics.com/urchin.js	E:/Downliadssite/ElonMusk/www.google-analytics.com/urchin.js	(from https://creativecommons.org/ns)
16:21:00	103724/103724	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Mar%202021%2013:20:59%20GMT	https://creativecommons.org/policies	E:/Downliadssite/ElonMusk/creativecommons.org/policies.html	(from https://creativecommons.org/ns)
16:21:00	4850/4850	---M--	200	added ('OK')	image/png	etag:%2212f2-52fc966d94400%22	https://muskelonpay.com/cdn-static-1.medium.com/_/fp/img/payments/credit-card-sprite.aNIJTodZTkf86-MUkQX7Xw.png	E:/Downliadssite/ElonMusk/muskelonpay.com/cdn-static-1.medium.com/_/fp/img/payments/credit-card-sprite.aNIJTodZTkf86-MUkQX7Xw.png	(from https://muskelonpay.com/files/main-branding-base.css)
16:21:00	1059/1059	---M--	200	added ('OK')	image/png	etag:%222544a393ab5b00cdd35e6b29c26e06b7%22	https://cdn-static-1.medium.com/_/fp/img/audio/audio-inactive.JUSjk6tbAM3TXmspwm4Gtw.png	E:/Downliadssite/ElonMusk/cdn-static-1.medium.com/_/fp/img/audio/audio-inactive.JUSjk6tbAM3TXmspwm4Gtw.png	(from https://muskelonpay.com/files/main-branding-base.css)
16:21:01	181/181	---MCZ	200	added ('OK')	text/plain	etag:W/%22f05a8b570657eda56e2f58b9164ab10f%22	https://policy.medium.com/robots.txt		(from https://muskelonpay.com/)
16:21:02	358827/358827	---M-Z	200	added ('OK')	text/javascript	etag:%2271ee985f6b4d1df9c047c889d71b472f%22	https://cdn.optimizely.com/js/16180790160.js	E:/Downliadssite/ElonMusk/cdn.optimizely.com/js/16180790160.js	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:02	680/680	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Thu,%2018%20Mar%202021%2013:21:02%20GMT	https://policy.medium.com/osd.xml	E:/Downliadssite/ElonMusk/policy.medium.com/osd.xml	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:02	2486/2486	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/152/152/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	E:/Downliadssite/ElonMusk/miro.medium.com/fit/c/152/152/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:03	1738/1738	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/120/120/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	E:/Downliadssite/ElonMusk/miro.medium.com/fit/c/120/120/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:03	1183/1183	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/76/76/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	E:/Downliadssite/ElonMusk/miro.medium.com/fit/c/76/76/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:03	839/839	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/60/60/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	E:/Downliadssite/ElonMusk/miro.medium.com/fit/c/60/60/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:03	1205/1205	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d36d2268ca58be95c5fe43a6c76198a6%22	https://cdn-static-1.medium.com/_/fp/icons/Medium-Avatar-500x500.svg	E:/Downliadssite/ElonMusk/cdn-static-1.medium.com/_/fp/icons/Medium-Avatar-500x500.svg	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:04	12068/12068	---MCZ	200	added ('OK')	text/css	date:Thu,%2018%20Mar%202021%2013:21:04%20GMT	https://glyph.medium.com/css/unbound.css	E:/Downliadssite/ElonMusk/glyph.medium.com/css/unbound.css	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
16:21:05	6012/6012	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/256/256/1*vBt1UiqgcNkimnXaq_UKdA.png	E:/Downliadssite/ElonMusk/miro.medium.com/fit/c/256/256/1_vBt1UiqgcNkimnXaq_UKdA.png	(from https://policy.medium.com/medium-privacy-policy-f03bf92035c9)
